Deal_title,Lead_name,Industry,Deal_value,Weighted_amount,Date_of_creation,Pitch,Contact_no,Lead_revenue,Fund_category,Geography,Location,POC_name,Designation,Lead_POC_email,Hiring_candidate_role,Lead_source,Level_of_meeting,Last_lead_update,Internal_POC,Resource,Internal_rating,Success_probability
Title3NPO4,Pacheco PLC PLC,Restaurants,67919$,363366.65$,2019-12-02,Product_1,878-867-1956,50 - 100 Million,Category 3,India,Ghaziabad,seema devi,SVP/General Counsel ,debbiecabrera@pacheco.com,Acupuncturist,Contact Email,Level 1,More than a week back,"Green,Ann E",No,2,51.9
TitleBJ0BO,"Vance, Schwartz and Moody LLC",Insurance,31977$,169478.1$,2019-07-19,Product_1,+1-787-185-2171x832,100 - 500 Million,Category 2,India,Brahmapur,raju kanwar,Chairman/CEO/President,laurenpeterson@vance.com,Therapeutic radiographer,Others,Level 1,More than 2 weeks,"Van Arter,Derrick",No,3,57.400000000000006
Title1MZYU,"Robertson, Davis and Graves Group",Furniture/Fixtures,171295$,1139111.75$,2020-08-21,Product_2,(297)406-1916,50 - 100 Million,Category 1,USA,"Parkersburg-Vienna, WV",Shirley Meyers,CEO/Co-Founder/Chairman,shirleymeyers@robertson.com,Chief Executive Officer,Contact Email,Level 2,More than 2 weeks,"Ali,Mohamed",Not enough,5,70.9
TitleUMNR7,"Gibbs, Jones and Johnson LLC",Banks,170028$,1054173.6$,2019-06-04,Product_2,043.977.5469,50 - 100 Million,Category 1,India,Talcher,smt. geeta,Chief Executive Officer,stephanietaylor@gibbs.com,"Teacher, English as a foreign language",Website,Level 2,No track,"Ali,Mohamed",We have all the requirements,1,107.34
Title6JUVO,Brown-Lyons Group,Other,257950$,1444520.0$,2021-01-13,Product_1,148.514.8793,500 Million - 1 Billion,Category 2,USA,"Burlington, NC",Rebecca Nixon,CEO/Chairman/President,rebeccanixon@brownlyons.com,International aid/development worker,Others,Level 1,5 days back,"Hameier,Kurt E",We have all the requirements,1,65.6
TitleT7M51,Thompson-Duran LLC,Banks,102401$,604165.9$,2019-02-24,Product_2,+1-151-271-8877x6305,500 Million - 1 Billion,Category 3,India,Coimbatore,aarti,CEO/Co-Founder/Chairman,nicolemiller@thompsonduran.com,Illustrator,Contact Email,Level 1,2 days back,"Logan,Kevin N",Deliverable,4,59.0
Title8EOEH,Byrd-Reynolds PLC,Banks,33859$,198075.15$,2019-01-09,Product_1,001-545-687-0635,50 - 100 Million,Category 4,USA,"San Jose-Sunnyvale-Santa Clara, CA",Mary Williams,Vice President / GM (04-present) : VP Sales and Marketing (01-04),marywilliams@byrdreynolds.com,Commercial horticulturist,Contact Email,Level 1,More than 2 weeks,"Thomas,Lori E",Cannot deliver,2,57.400000000000006
Title080G4,Briggs-Johnson Inc,Apparel Retail,75889$,557784.15$,2020-02-14,Product_2,9151620425,100 - 500 Million,Category 1,USA,"Longview, TX",Timothy Gamble,Vice President / GM (04-present) : VP Sales and Marketing (01-04),timothygamble@briggsjohnson.com,"Psychologist, clinical",Marketing Event,Level 3,More than a week back,"Dyson,William A",Yes,5,77.4
TitleV6BF3,Blevins-Sherman Group,Apparel Retail,404765$,2833355.0$,2019-06-28,Product_1,+1-741-860-8381x83826,50 - 100 Million,Category 4,,"Wichita, KS",Catherine Castillo,CEO/President,catherinecastillo@blevinssherman.com,Radio producer,Contact Email,Level 3,More than 2 weeks,"Meli,Teresa V",Deliverable,5,70.1
Title2VFXO,White Ltd Inc,Investment Bank/Brokerage,258307$,1691910.85$,2019-07-07,Product_1,(290)513-5573,50 - 100 Million,Category 3,India,Mangalore,tania,Chief Executive Officer,robertclark@white.com,Brewing technologist,Website,Level 3,More than a week back,"Clavey,Therese A",,5,67.2
TitleO4088,"Bell, Padilla and Pearson Ltd",Retail,60470$,383984.5$,2019-02-17,Product_1,(283)749-8672x28734,100 - 500 Million,Category 2,USA,"Portland-South Portland, ME",Rodney Gardner,Chairman/CEO/President,rodneygardner@bell.com,Health physicist,Website,Level 2,Up-to-date,"Thomas,Lori E",Cannot deliver,5,71.5
TitleNSLXW,Ibarra-Boyd Ltd,Associations,380389$,2130178.4$,2020-01-13,Product_2,3544233599,500 Million - 1 Billion,Category 2,,Madurai,neha,CEO/President,susanwalker@ibarraboyd.com,Restaurant manager,Others,Level 2,?,"Ross,Eric L",Deliverable,1,60.3
TitleGT1ES,Morse Ltd and Sons,Banks,81939$,512118.75$,2020-06-25,Product_1,+1-590-273-5032x898,100 - 500 Million,Category 2,India,Porbandar,smt vandana,Chief Executive Officer,jeffreyhardy@morse.com,Medical illustrator,Marketing Event,Level 3,,"Thomas,Lori E",Cannot deliver,1,63.599999999999994
TitleH1AH4,Payne Inc and Sons,Other,92517$,573605.4$,2019-01-11,Product_2,226.362.7792x12239,500 Million - 1 Billion,Category 2,USA,"Jackson, TN",Alexander Graham,Chief Executive Officer,alexandergraham@payne.com,Trade union research officer,Others,Level 2,No track,"Gilley,Janine",We have all the requirements,5,72.6
TitleYU35X,Bailey-Stokes Ltd,Other Biz Services,364076$,2330086.4$,2019-03-31,Product_1,831-131-8882x769,100 - 500 Million,Category 1,India,Hindupur,santoshi mehto,CEO/Chairman/President,chrislee@baileystokes.com,Amenity horticulturist,Contact Email,Level 1,Did not hear back after Level 1,"Hameier,Kurt E",We have all the requirements,5,62.7
TitleLM00V,Jackson-Kelly Group,Insurance,221368$,1350344.8$,2020-03-13,Product_1,001-445-419-1944x06547,500 Million - 1 Billion,Category 3,India,Aurangabad,poonam,Executive Vice President,devinmcclain@jacksonkelly.com,English as a foreign language teacher,Marketing Event,Level 2,No track,"Knox,Antonio D",Yes,1,60.8
TitleQSTUE,"Ferguson, Long and Burch Group",Education/Training,83975$,516446.25$,2019-05-17,Product_2,8946775615,500 Million - 1 Billion,Category 2,India,Belgaum,roshni,Chairman/CEO/President,ruthperez@ferguson.com,Information systems manager,Website,Level 1,more than a month,"Houston,Arnold E",We have all the requirements,5,66.2
Title0RBNG,Clark PLC Group,Outsourcing,49402$,301352.2$,2019-05-28,Product_2,6213164277,100 - 500 Million,Category 2,USA,"San Diego-Carlsbad, CA",Stanley Hoffman,Chairman/Chief Innovation Officer,stanleyhoffman@clark.com,Theatre manager,Marketing Event,Level 2,Up-to-date,"Jones,Eyvette W",Cannot deliver,4,68.1
Title9L6F7,Turner-Porter Inc,Financial Services,309565$,2306259.25$,2019-11-05,Product_1,001-014-624-9319x9932,500 Million - 1 Billion,Category 1,USA,"San Diego-Carlsbad, CA",Shannon Stewart,Executive Vice President,shannonstewart@turnerporter.com,Immunologist,Marketing Event,Level 3,Following up but lead not responding,"Ross,Eric L",Deliverable,5,78.8
Title1Q4LC,Zavala LLC LLC,Real Estate,366514$,2345689.6$,2020-10-23,Product_1,310.547.9406x498,100 - 500 Million,Category 4,USA,"Grants Pass, OR",William Jackson,Chairman/CEO/President,williamjackson@zavala.com,Air traffic controller,Marketing Event,Level 1,more than a month,"Irizarry,Yolanda",Yes,1,64.2
Title3Q1LO,"Fisher, Melton and Morgan Inc",Rentals/Leasing,170521$,1236277.25$,2020-03-17,Product_1,001-890-611-3527x09198,500 Million - 1 Billion,Category 4,USA,"Monroe, MI",Bryan Green,CEO,bryangreen@fisher.com,Colour technologist,Marketing Event,Level 3,more than a month,"Dunaway,Antoine",Deliverable,4,73.2
Title0LD2P,Clements-Willis Ltd,Banks,52750$,342875.0$,2020-12-21,Product_2,485.734.2442x46355,100 - 500 Million,Category 4,India,Vishakhapatnam,sapna,Vice President / GM (04-present) : VP Sales and Marketing (01-04),samanthasparks@clementswillis.com,Homeopath,Contact Email,Level 2,More than a week back,"Cashin,Marc C",Cannot deliver,5,58.900000000000006
Title69ATJ,Thomas-Herrera Inc,Semiconductors,193756$,1201287.2$,2020-07-31,Product_1,001-597-317-7033x0513,50 - 100 Million,Category 1,USA,"Lakeland-Winter Haven, FL",Steven Mason,CEO/President,stevenmason@thomasherrera.com,"Teacher, secondary school",Website,Level 1,,"Green,Candy",No,1,67.5
Title4YT54,Gordon PLC Group,Banks,347333$,,2020-05-21,Product_2,012.004.8269x630,50 - 100 Million,Category 3,,Gulbarga,vedehi,Chairman/CEO/President,markparker@gordon.com,Operations geologist,Marketing Event,Level 1,Following up but lead not responding,"Knox,Antonio D",Deliverable,5,26.35
TitleIM8ZP,Mccoy Inc Inc,Banks,161094$,1006837.5$,2019-04-15,Product_1,644.861.2119x38502,100 - 500 Million,Category 2,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Isaac Anderson,CEO/Co-Founder/Chairman,isaacanderson@mccoy.com,Museum/gallery curator,Others,Level 3,5 days back,"Gilley,Janine",No,3,26.35
TitleKDCQI,Velasquez-Harvey Group,REIT,116429$,,2020-10-07,Product_1,242.536.9176x59928,500 Million - 1 Billion,Category 1,India,Aligarh,sita devi,CEO/Chairman/President,scottroman@velasquezharvey.com,Podiatrist,Website,Level 3,more than a month,"Heidelberg,Andre D",Yes,3,107.34
Title29E26,Baker Group Ltd,Banks,98236$,579592.4$,2019-02-11,Product_1,247-891-3287x5846,100 - 500 Million,Category 2,USA,"Charlottesville, VA",Brian Dillon,Vice President / GM (04-present) : VP Sales and Marketing (01-04),briandillon@baker.com,Museum/gallery conservator,Others,Level 1,Following up but lead not responding,"Logan,Kevin N",Not enough,5,26.35
Title9O3LK,Williams-Hernandez Inc,Real Estate,430682$,2713296.6$,2019-04-13,Product_1,329.950.9036x307,500 Million - 1 Billion,Category 3,India,Hata,santosh,SVP/General Counsel ,meghanhill@williamshernandez.com,Chief Operating Officer,Marketing Event,Level 1,?,"Brown,Maxine A",We have all the requirements,5,64.4
TitleF8O7J,Berg PLC and Sons,Retail,396482$,2279771.5$,2019-06-04,Product_2,7895730203,50 - 100 Million,Category 2,India,Khanapur,meena,Chairman/CEO/President,justinrobinson@berg.com,"Education officer, environmental",Contact Email,Level 2,Pending,"Kiepea,Prince A",Deliverable,3,60.3
TitleNT7C9,"Dixon, Garcia and Bautista LLC",Real Estate,329193$,1991617.65$,2021-01-03,Product_2,001-829-460-9391x42240,50 - 100 Million,Category 3,India,Ratlam,joyti @ bhagwati,CEO/Chairman/President,marywolf@dixon.com,Biomedical engineer,Marketing Event,Level 2,Up-to-date,"Dunaway,Antoine",Not enough,3,62.099999999999994
TitleE0MD4,Anderson Ltd PLC,REIT,457184$,3108851.2$,2019-03-30,Product_1,900-106-9151,50 - 100 Million,Category 1,USA,,Bianca Kelly,CEO/Co-Founder/Chairman,biancakelly@anderson.com,Pharmacologist,Others,Level 3,Up-to-date,"Salyers,Daniel L",Cannot deliver,5,74.9
TitleRU7EP,"Martinez, Fowler and Moyer and Sons",Banks,355888$,2170916.8$,2019-12-25,Product_1,(497)310-1692x242,500 Million - 1 Billion,Category 1,India,Kagaznagar,punam shakya,CEO/President,brianamoran@martinez.com,Engineering geologist,Contact Email,Level 1,more than a month,"Carter Sr,Clifton E",Cannot deliver,1,58.8
TitleTIRJ4,Nguyen-Floyd PLC,Peripherals/Comp.,246255$,1576032.0$,2019-07-16,Product_2,(832)254-0769,500 Million - 1 Billion,Category 2,USA,"Riverside-San Bernardino-Ontario, CA",Michael Sutton,CEO/Co-Founder/Chairman,michaelsutton@nguyenfloyd.com,"Engineer, petroleum",Marketing Event,Level 2,5 days back,"Hanyok,John J",Deliverable,4,72.5
TitleFCF4B,Russell and Sons LLC,Hospitals/Clinics,424706$,2845530.2$,2019-11-20,Product_1,(878)641-5925x54319,500 Million - 1 Billion,Category 2,India,Navsari,payal goyala,CEO/President,angelapage@russell.com,Best boy,Website,Level 3,More than a week back,"McKenstry,Loretta A",We have all the requirements,5,70.6
TitleXLO3C,Pham-Perez LLC,Banks,45792$,302227.2$,2019-04-08,Product_1,853.454.3949,100 - 500 Million,Category 4,USA,"College Station-Bryan, TX",Vicki Brown,Executive Vice President,vickibrown@phamperez.com,Geophysicist/field seismologist,Marketing Event,Level 2,?,"Featherstone,Adrian R",We have all the requirements,3,66.1
TitleGQ794,Wilson Inc LLC,Personal/Household Products,300322$,2057205.7$,2020-11-05,Product_1,001-965-509-8354x706,500 Million - 1 Billion,Category 4,USA,"Bend-Redmond, OR",David Lawson,Executive Vice President,davidlawson@wilson.com,"Designer, graphic",Contact Email,Level 3,Following up but lead not responding,"Charles,Caleb",No,2,26.35
Title8BCOA,Gibbs and Sons Group,Conglomerates,435980$,2746674.0$,2021-01-29,Product_2,097.270.8601x2825,100 - 500 Million,Category 2,USA,"Lancaster, PA",Bethany Miller,Vice President / GM (04-present) : VP Sales and Marketing (01-04),bethanymiller@gibbs.com,Lawyer,Marketing Event,Level 2,No track,"McKenstry,Loretta A",Not enough,4,71.1
TitleLTZNA,"Mcdonald, Johnson and Hardin PLC",Construction Services,485798$,3206266.8$,2019-06-23,Product_1,3333968756,500 Million - 1 Billion,Category 3,India,Karnal,sashi,Executive Vice President,gregorymitchell@mcdonald.com,Accounting technician,Website,Level 3,Following up but lead not responding,"Carter Sr,Clifton E",We have all the requirements,4,67.0
TitleUPSH9,Reyes-Sexton PLC,Hospitals/Clinics,307496$,1998724.0$,2020-11-04,Product_1,033.397.1483x4385,500 Million - 1 Billion,Category 3,USA,"Albuquerque, NM",Charlene Rosario,SVP/General Counsel ,charlenerosario@reyessexton.com,Occupational therapist,Contact Email,Level 2,More than a week back,"Turner,Marlon D",Deliverable,5,69.8
TitleFADX9,"Petty, Moore and Davidson PLC",Biotech/Healthcare,171805$,1125322.75$,2020-05-16,Product_1,+1-440-913-7833x3468,100 - 500 Million,Category 1,India,Bhagalpur,harpreet kaur,Chief Executive Officer,carlosdunn@petty.com,Chartered legal executive (England and Wales),Others,Level 3,more than a month,"Irizarry,Yolanda",Deliverable,3,107.34
TitleW5DQK,Rojas Group and Sons,Education/Training,347099$,2013174.2$,2019-08-12,Product_1,(054)327-9303x08309,50 - 100 Million,Category 3,India,Brahmapur,jaya saini,Vice President / GM (04-present) : VP Sales and Marketing (01-04),thomastran@rojas.com,"Scientist, research (maths)",Website,Level 2,2 days back,"Gould,Lisa D",No,2,59.2
Title1V3XY,Evans Group Group,Information Services,146648$,865223.2$,2020-11-08,Product_1,+1-851-745-9511x908,100 - 500 Million,Category 2,USA,"State College, PA",John Ray,Executive Vice President,johnray@evans.com,Advertising account executive,Marketing Event,Level 1,5 days back,"Gaskins Jr,Franklin D",We have all the requirements,2,66.2
TitleEVVBV,Moore-Hunt Inc,Banks,366729$,2530430.1$,2019-10-08,Product_2,001-344-045-0916x33522,100 - 500 Million,Category 1,USA,"Cumberland, MD-WV",Adrienne King,Executive Vice President,adrienneking@moorehunt.com,Adult nurse,Website,Level 3,2 days back,"Mabrey,Kevin C",Not enough,1,72.4
Title8SCS9,"Kent, Peck and Sheppard and Sons",Insurance,262570$,1772347.5$,2019-04-02,Product_1,(122)786-5082,100 - 500 Million,Category 4,India,Dindigul,monika,CEO/President,randywatson@kent.com,Research scientist (life sciences),Website,Level 2,Following up but lead not responding,"Hameier,Kurt E",Cannot deliver,5,64.5
TitleXTXDS,"Koch, Ross and Jones Group",Chemical Manufacturing,426784$,2880792.0$,2020-01-19,Product_1,2209112442,50 - 100 Million,Category 4,,"Sacramento--Roseville--Arden-Arcade, CA",Benjamin Becker,SVP/General Counsel ,benjaminbecker@koch.com,Emergency planning/management officer,Website,Level 3,5 days back,"Maine,John P",No,2,68.4
TitleSDQEC,Wagner and Sons Group,Service Providers,174434$,,2020-11-12,Product_2,+1-457-020-6237,500 Million - 1 Billion,Category 2,USA,"Hickory-Lenoir-Morganton, NC",Heather Clark,Vice President / GM (04-present) : VP Sales and Marketing (01-04),heatherclark@wagner.com,Early years teacher,Others,Level 1,More than a week back,"Kiepea,Prince A",Cannot deliver,3,68.8
Title6PZ4C,Stuart-Farmer PLC,Recreational Products,273801$,1683876.15$,2020-12-22,Product_1,(029)671-4403x896,500 Million - 1 Billion,Category 2,India,Tezpur,gudia,CEO/Co-Founder/Chairman,steventrujillo@stuartfarmer.com,Actor,Contact Email,Level 3,?,"Morsy,Omar A",Yes,2,61.7
TitlePWU0H,Hale-Hawkins Inc,Financial Services,408443$,2471080.15$,2019-07-08,Product_1,+1-974-097-7005,50 - 100 Million,Category 4,USA,"Spartanburg, SC",Catherine Taylor,Chairman/Chief Innovation Officer,catherinetaylor@halehawkins.com,Tree surgeon,Others,Level 1,More than 2 weeks,"Brown,Maxine A",No,3,64.9
TitleIQ5E1,Spence-Warren LLC,Banks,335849$,2183018.5$,2020-10-01,Product_2,(501)106-2770,500 Million - 1 Billion,Category 4,USA,"Harrisburg-Carlisle, PA",Mathew Sutton,Chief Executive Officer,mathewsutton@spencewarren.com,Claims inspector/assessor,Others,Level 2,More than a week back,"Ross,Eric L",Cannot deliver,4,68.5
Title226TN,"Johnston, Roberts and Gordon Inc",Healthcare Facilities/Services,226293$,1493533.8$,2019-12-03,Product_2,(337)222-1707x3962,50 - 100 Million,Category 1,USA,"Raleigh, NC",Dr. Samantha Huang,Chief Executive Officer,dr.samantha@johnston.com,Probation officer,Website,Level 1,more than a month,"Smith,Keenan H",Deliverable,5,72.8
TitlePUVRJ,Simpson-Hernandez Group,Services,429849$,2708048.7$,2020-03-06,Product_1,+1-708-165-8058x8920,500 Million - 1 Billion,Category 3,USA,"Mansfield, OH",Michael Diaz,SVP/General Counsel ,michaeldiaz@simpsonhernandez.com,"Surveyor, hydrographic",Others,Level 2,5 days back,"Turner,Marlon D",We have all the requirements,5,71.1
Title6EZ12,"Mckinney, Decker and Powell Inc",Water Utilities,9238$,62818.4$,2020-12-20,Product_2,985-559-0835x84939,50 - 100 Million,Category 1,,"Jacksonville, NC",Brandon Wiley,CEO/Chairman/President,brandonwiley@mckinney.com,Teaching laboratory technician,Marketing Event,Level 3,Up-to-date,"Dyson,William A",,3,71.8
TitleKYYE1,Smith Group Group,Machine Tools,12408$,79411.2$,2020-01-10,Product_2,928.181.2199x8681,50 - 100 Million,Category 4,India,Hisar,priyanka,CEO,shaneestrada@smith.com,Manufacturing systems engineer,Contact Email,Level 3,5 days back,"Murray,Younetta",We have all the requirements,4,107.34
TitleLZD1F,"Holland, Mcknight and Willis and Sons",Healthcare Facilities/Services,153381$,889609.8$,2019-08-05,Product_2,118.958.2819,500 Million - 1 Billion,Category 2,,"Hinesville, GA",Noah Moore,CEO/Chairman/President,noahmoore@holland.com,"Engineer, technical sales",Contact Email,Level 1,Pending,"Salyers,Daniel L",No,2,107.34
TitleT7ADA,"Perkins, Ochoa and Martin and Sons",Insurance,450263$,2521472.8$,2019-03-08,Product_2,4354576304,100 - 500 Million,Category 3,India,Chennai,sonia,Chairman/Chief Innovation Officer,williamgraves@perkins.com,Immunologist,Contact Email,Level 1,2 days back,"Young,Valerie K",Yes,2,54.400000000000006
TitleT4L5G,"Esparza, Ellison and Spears Inc",Banks,180229$,1126431.25$,2019-06-05,Product_2,234.386.5593,100 - 500 Million,Category 2,,"Green Bay, WI",Makayla Fox,Chairman/Chief Innovation Officer,makaylafox@esparza.com,Energy manager,Others,Level 3,Up-to-date,"Irizarry,Yolanda",Deliverable,4,-5.0
TitleKGDY7,Benitez-Robinson Inc,Telecom Consulting,80494$,535285.1$,2019-10-02,Product_2,(453)600-0349x16363,500 Million - 1 Billion,Category 3,USA,"Urban Honolulu, HI",Margaret Vasquez,Chairman/CEO/President,margaretvasquez@benitezrobinson.com,Company secretary,Others,Level 3,Did not hear back after Level 1,"Gould,Lisa D",Deliverable,5,73.8
Title4855A,Owens-Brown PLC,Other,423579$,,2020-12-02,Product_1,747-051-4630,500 Million - 1 Billion,Category 1,,"Midland, TX",Robert Johnson,CEO/Chairman/President,robertjohnson@owensbrown.com,"Horticulturist, amenity",Contact Email,Level 2,No track,"Abdul-Hamid,Saud Muhamad",No,4,107.34
Title7IURP,"Joseph, Bell and Bailey LLC",Banks,213071$,1406268.6$,2020-03-15,Product_2,823-724-0284,100 - 500 Million,Category 1,USA,"Hilton Head Island-Bluffton-Beaufort, SC",Melissa Hanna,CEO/Co-Founder/Chairman,melissahanna@joseph.com,Museum education officer,Marketing Event,Level 2,No track,"Brown,Maxine A",Yes,1,107.34
TitleNM7MB,Avila-Salas Inc,Apparel Products,418733$,2658954.55$,2020-08-01,Product_2,611.608.6842x78162,500 Million - 1 Billion,Category 2,India,Saidapur,miss meena,Chairman/CEO/President,ryananderson@avilasalas.com,Immunologist,Marketing Event,Level 3,5 days back,"Hanyok,John J",Cannot deliver,1,65.0
TitleY9BQC,Harris Ltd Ltd,Financial Services,180356$,1127225.0$,2020-10-07,Product_1,355-437-7641x5032,50 - 100 Million,Category 4,USA,"Memphis, TN-MS-AR",Angel Evans,Chief Executive Officer,angelevans@harris.com,Police officer,Contact Email,Level 2,No track,"Rocks,Michael J",Cannot deliver,2,26.35
